transaction_id,merchant_id,order_id,amount_in_paise,payment_method,customer_phone_hash,device_hash,h3_index_res9,pincode,account_age_days,form_fill_duration_ms,canvas_entropy_score,is_bot_keystrokes,device_rto_rate,device_order_count,h3_cluster_rto_rate,h3_density_weight,cluster_size,cluster_rto_rate,burst_count_h3,burst_count_device,is_rto,is_syndicate
txn_9c73e3bfd16a,mer_ddd,ord_864108,372800,COD,6e0f1414a51db53b,dev_11c4a8874b19,h3_Del_1227,110044,91,11767,0.74,0,0.0371,3,0.1799,0.9066,0,0.0,0,0,0,0
txn_c759f16aa370,mer_ddd,ord_709201,1099200,COD,7f640f178054eef0,dev_682ffa00c4ba,h3_Che_7843,600040,76,5006,0.99,0,0.0268,1,0.1482,0.9685,0,0.0,1,0,0,0
txn_4a98f2bd4371,mer_ccc,ord_481809,1076700,COD,7c8f8230149a275e,dev_d584fd2ca76a,h3_Ben_ring_290,560103,1,444,0.34,1,0.8745,45,0.9052,1.87,8,0.9052,1,3,1,1
txn_ff22bee17221,mer_aaa,ord_738577,119200,UPI,99db9f11ce90d4f6,dev_89923fdeb2b5,h3_Hyd_5381,500001,126,8980,0.87,0,0.0099,5,0.0946,0.8156,0,0.0,0,0,0,0
txn_21767423f78e,mer_ddd,ord_364405,1454000,PREPAID,550c23e38b1b8824,dev_f9036ace620f,h3_Ben_5020,560001,295,3553,0.5,0,0.0019,2,0.1648,0.7777,0,0.0,0,0,0,0
txn_389f57e55d28,mer_ddd,ord_708336,239000,COD,41e2a9bd703d1759,dev_2dfc42d9d01a,h3_Ben_6233,560068,174,5907,0.81,0,0.0187,11,0.0925,0.5599,0,0.0,0,0,0,0
txn_d336d7745f68,mer_ddd,ord_834705,433200,UPI,cd32bc37545ca624,dev_ed0c55da14fa,h3_Che_2452,600001,268,2057,0.9,0,0.063,8,0.332,1.327,0,0.0,0,0,0,0
txn_30f8492bb507,mer_ccc,ord_280589,950800,COD,4dd04cb3708f0272,dev_d0bad477adab,h3_Ben_ring_137,560103,12,892,0.14,1,0.6091,5,0.578,2.5473,10,0.578,1,1,1,1
txn_75a4d6fd5c71,mer_ccc,ord_749334,667700,UPI,d33ec21fe29dab10,dev_8847dc38eb66,h3_Pun_8500,411057,79,13549,0.88,0,0.0034,5,0.3856,0.958,0,0.0,0,0,0,0
txn_96a33663bc93,mer_bbb,ord_804809,2096000,COD,8c9697802a054339,dev_56f6c1ec3899,h3_Pun_5661,411038,364,11299,0.94,0,0.0974,5,0.0351,1.1594,0,0.0,0,0,0,0
txn_f0628252b767,mer_ccc,ord_961669,271100,UPI,493bda69b82504b5,dev_740b65e16e79,h3_Che_2310,600040,172,2474,0.75,0,0.0268,1,0.2074,0.8891,0,0.0,0,0,0,0
txn_2ef91e16ba83,mer_ccc,ord_728394,322600,PREPAID,0e093334ed4d54d8,dev_93f1dd771c00,h3_Che_4543,600001,38,10010,0.5,0,0.0451,8,0.0863,1.0455,0,0.0,0,0,0,0
txn_e4e5f1b3d2e5,mer_bbb,ord_269508,510500,COD,ed48c6b1c404f1c8,dev_8f84f4d0251b,h3_Mum_5713,400070,66,8993,0.68,0,0.0012,13,0.0131,0.9602,0,0.0,0,0,1,0
txn_8a456588f2af,mer_aaa,ord_475389,717400,COD,7e0ea36b103451c9,dev_84208d872a13,h3_Mum_ring_460,400070,1,593,0.37,0,0.9192,20,0.8962,2.9437,11,0.8962,3,2,1,1
txn_e61838c33d19,mer_ddd,ord_717912,724100,COD,eb1a43d8afa32b0b,dev_9d3a58720ab6,h3_Ben_ring_494,560068,4,651,0.19,0,0.647,5,0.6306,2.9893,7,0.6306,1,0,1,1
txn_14d327ee7f1c,mer_bbb,ord_636602,1474100,COD,4576a6b296e28fcc,dev_98d254482119,h3_Ben_ring_386,560034,5,824,0.16,1,0.7456,7,0.7961,1.518,13,0.7961,2,3,1,1
txn_aff8d87e234a,mer_ccc,ord_665467,913900,PREPAID,bc831d7daa5c8ce2,dev_51cfdebe394f,h3_Mum_1634,400093,124,10214,0.65,0,0.0298,1,0.2208,0.7938,0,0.0,0,0,0,0
txn_450aca92a120,mer_ccc,ord_175790,261600,UPI,26cbaba716688344,dev_b2a70cc4ef81,h3_Hyd_3883,500081,344,2469,0.83,0,0.0271,20,0.2797,0.5251,0,0.0,1,0,0,0
txn_3c1ce62c73f5,mer_ddd,ord_695938,1769900,COD,8350826a5f42f247,dev_cb1f51c5162a,h3_Mum_3925,400050,1,2052,0.11,0,0.8187,11,0.6896,0.9504,0,0.0,1,1,1,0
txn_18d3a3c20fc8,mer_aaa,ord_745338,1112200,PREPAID,7d501ca727c3815e,dev_8bc9b125af2a,h3_Che_7819,600100,755,10091,0.8,0,0.0235,3,0.0812,1.2411,0,0.0,0,0,0,0
txn_d83f7597b7a6,mer_bbb,ord_552241,873900,COD,93f09b9aeadd10c7,dev_9f512a22800c,h3_Del_ring_170,110085,7,586,0.35,1,0.7419,28,0.6945,2.8658,12,0.6945,3,1,1,1
txn_8ac2a9928a40,mer_aaa,ord_329011,91200,COD,62b7ad4f0057d8ef,dev_5925494d055c,h3_Ben_9384,560068,331,9232,0.9,0,0.0164,1,0.1116,0.5076,0,0.0,0,0,0,0
txn_8dc0c6711978,mer_aaa,ord_121408,786900,PREPAID,07b9d599c2f6b446,dev_d25237005542,h3_Del_3932,110085,151,9216,0.83,0,0.0152,6,0.0627,1.309,0,0.0,0,0,1,0
txn_ab885d58fd73,mer_ccc,ord_896335,1211600,COD,31733b5fb5f8645a,dev_cc1888c85d76,h3_Mum_5048,400050,336,2383,0.95,0,0.0377,4,0.2126,0.9901,0,0.0,0,0,0,0
txn_04405bd58370,mer_bbb,ord_387978,653200,COD,418fc99c313be980,dev_578f1ee8bfec,h3_Che_9720,600001,56,10047,0.87,0,0.1096,3,0.0965,0.8392,0,0.0,0,0,0,0
txn_af419a34e977,mer_aaa,ord_668892,277100,UPI,6ede667b0f06f33c,dev_c4690ffa564e,h3_Hyd_1309,500034,193,10444,0.59,0,0.0353,2,0.2164,0.7444,0,0.0,0,0,0,0
txn_4a3f5ba2bbf6,mer_ccc,ord_246691,324500,COD,cc71276ad1a6d87c,dev_2e8836b28c9b,h3_Pun_5641,411038,88,1584,0.84,0,0.006,3,0.2756,1.2946,0,0.0,0,0,0,0
txn_50423cf53e66,mer_ccc,ord_800767,759900,UPI,149ebfe18387f3e1,dev_f86197e8794d,h3_Che_3422,600100,89,6514,0.8,0,0.1354,16,0.2608,1.4042,0,0.0,0,0,0,0
txn_a49302b6a495,mer_aaa,ord_976768,2190800,COD,02508a53db356aae,dev_85925dc8f601,h3_Che_7220,600040,13,1876,0.29,0,0.7392,3,0.2762,1.5483,0,0.0,0,1,1,0
txn_9fa49b848530,mer_bbb,ord_354267,5781200,PREPAID,8023b445b575d0bb,dev_178b32071bbd,h3_Hyd_9318,500081,191,14007,0.91,0,0.0557,17,0.0445,0.5363,0,0.0,1,0,0,0
txn_000dc4a87c31,mer_ccc,ord_686255,180000,UPI,d6b36a429e77bfc7,dev_5bd013e8d571,h3_Ben_8840,560001,620,2332,0.88,0,0.0715,5,0.1338,0.5981,0,0.0,0,0,0,0
txn_f99d835a168d,mer_ccc,ord_336705,312000,PREPAID,c106e4ba2b13a67f,dev_0f3eb7967b0f,h3_Mum_6934,400050,209,10833,0.97,0,0.0185,1,0.067,1.0471,0,0.0,0,0,0,0
txn_e6ee65c20ca5,mer_ddd,ord_745349,1118000,COD,9685fa62c62450fe,dev_0715f1205b4f,h3_Mum_2621,400050,6,1574,0.12,0,0.6025,5,0.4889,1.6815,0,0.0,1,1,1,0
txn_3ce04b8770f7,mer_ccc,ord_380358,1217900,COD,9aafb2efc7d51064,dev_cf41c40e75f7,h3_Ben_1602,560068,12,2146,0.3,0,0.908,9,0.231,0.89,0,0.0,0,1,1,0
txn_da9874e5947f,mer_bbb,ord_415794,722000,PREPAID,a8882922917ced39,dev_8053b74e236c,h3_Che_7979,600040,404,6339,0.8,0,0.0084,7,0.1846,0.9541,0,0.0,0,0,0,0
txn_c50407e8d8f2,mer_aaa,ord_302333,368100,PREPAID,d998fea057a28821,dev_f77bbeb8a9b4,h3_Che_4452,600100,483,8803,0.74,0,0.0549,6,0.1398,1.1255,0,0.0,0,0,0,0
txn_7af8cc727c9a,mer_ccc,ord_661748,1488000,PREPAID,7c0df7d6862dccf7,dev_217aa146d19e,h3_Hyd_7646,500081,166,7664,0.89,0,0.0943,1,0.1097,0.6086,0,0.0,0,0,0,0
txn_49cfce9cc5f7,mer_ccc,ord_625967,93700,UPI,a4b53cbb0fe5c0aa,dev_466eafeb2976,h3_Pun_2973,411001,62,5283,0.9,0,0.0926,10,0.0461,1.1798,0,0.0,0,0,0,0
txn_5f9ec213638a,mer_bbb,ord_806223,152200,COD,60e632ce275d0864,dev_be52f8346f36,h3_Che_3675,600100,217,10596,0.93,0,0.0388,2,0.0536,0.786,0,0.0,0,0,0,0
txn_4aeced30026c,mer_ccc,ord_501576,1532700,COD,d22ec3870308d0a0,dev_375a11f078d3,h3_Hyd_7190,500081,100,9876,0.58,0,0.1086,4,0.1897,1.0249,0,0.0,0,0,0,0
txn_ff3daf62d842,mer_ddd,ord_717799,537600,PREPAID,fc0d462d8e82830c,dev_a654794a1589,h3_Ben_5797,560034,312,5237,0.47,0,0.2616,5,0.0386,1.2871,0,0.0,0,0,0,0
txn_ec0fb404ab6d,mer_aaa,ord_362277,367300,COD,8b4e8ca88b52b058,dev_ce04b2ac9b41,h3_Del_7151,110085,21,1890,0.23,0,0.7111,15,0.2293,1.2335,0,0.0,0,1,1,0
txn_1cef6eafc39d,mer_ddd,ord_702161,550600,COD,057469cb4f67e4b2,dev_5455f56a39ba,h3_Del_6340,110044,129,10110,0.99,0,0.0418,24,0.277,0.7091,0,0.0,0,0,0,0
txn_4b310e991459,mer_bbb,ord_255997,922100,COD,2d76d867d7247e57,dev_b0b4e9b995c6,h3_Pun_ring_639,411038,6,771,0.08,1,0.8123,5,0.7133,2.9155,7,0.7133,2,1,1,1
txn_5002dab7a0a3,mer_bbb,ord_443282,709600,PREPAID,096f30ab98e430d0,dev_14d26212cd6e,h3_Pun_9112,411038,239,10057,0.77,0,0.1316,11,0.1183,1.0414,0,0.0,0,0,0,0
txn_a9f058ed76b4,mer_bbb,ord_820497,260100,COD,a699981ac74dce33,dev_ff38c308cb99,h3_Del_8881,110016,48,9661,0.78,0,0.0753,6,0.0662,1.3556,0,0.0,0,0,0,0
txn_8ea9e54d8303,mer_ddd,ord_422823,409600,COD,de924fdb45a7f754,dev_f149ea77df26,h3_Ben_3551,560103,459,8843,0.85,0,0.0216,2,0.2387,0.9913,0,0.0,0,0,0,0
txn_39cea767efc1,mer_ccc,ord_405182,615800,PREPAID,a1f46a92784beb8b,dev_58e4fdb93792,h3_Mum_7829,400001,1037,8055,0.9,0,0.0121,3,0.1174,0.9086,0,0.0,1,0,0,0
txn_8a357fd2b96e,mer_ddd,ord_845211,277000,UPI,24b3b42a986e002f,dev_65911814fce6,h3_Hyd_6823,500001,127,5910,0.59,0,0.0859,5,0.1626,1.4915,0,0.0,0,0,0,0
txn_0888ed4682c6,mer_ddd,ord_533880,2001000,PREPAID,5c6d2481b3227b70,dev_3313e6f9536b,h3_Hyd_9883,500034,219,7662,0.88,0,0.0116,7,0.2551,0.8905,0,0.0,0,0,0,0
txn_de4bf11ff6e5,mer_aaa,ord_531308,623700,COD,d67995988fa5d7fc,dev_62cfe6df11a4,h3_Pun_9324,411001,4,2154,0.02,0,0.6719,3,0.4619,1.9113,0,0.0,2,1,1,0
txn_aa94fc6681bb,mer_ccc,ord_465903,1628500,COD,386539786e240364,dev_37491dc9d020,h3_Pun_2930,411001,12,1888,0.14,0,0.8594,3,0.6177,1.9209,0,0.0,0,1,1,0
txn_41519c93b67b,mer_ccc,ord_327725,192600,COD,9a3d1a85ef842487,dev_2650c5156955,h3_Pun_7784,411057,288,11541,0.89,0,0.0864,8,0.1841,0.8064,0,0.0,0,0,0,0
txn_24e312a42a75,mer_aaa,ord_616987,294000,COD,ea09abb6b44d221d,dev_8016577b4f7b,h3_Mum_9883,400001,68,7003,0.97,0,0.0183,2,0.0771,0.9236,0,0.0,0,0,1,0
txn_377af0dfd8e2,mer_ddd,ord_455273,760000,COD,d38d94392a2119a6,dev_2e3558dd2d4c,h3_Pun_1159,411038,162,9834,0.83,0,0.083,1,0.1468,0.5361,0,0.0,0,0,0,0
txn_5417f79378ce,mer_ccc,ord_534910,895500,COD,a1b852a21b5de5e9,dev_c896896151bf,h3_Hyd_ring_56,500081,2,935,0.28,1,0.8503,8,0.8883,2.2355,10,0.8883,1,1,1,1
txn_c615702197d7,mer_aaa,ord_330204,1000300,COD,4c75fc2c6c47e39f,dev_fd6deda27d76,h3_Hyd_ring_647,500001,3,606,0.03,0,0.7428,19,0.7835,2.2998,11,0.7835,1,1,1,1
txn_acc89bac38d0,mer_bbb,ord_849666,668900,UPI,a676f8611046579f,dev_04447dcaa4ac,h3_Mum_7199,400050,394,6587,0.97,0,0.0336,30,0.047,1.2769,0,0.0,0,0,0,0
txn_f3a50ca994c8,mer_ccc,ord_430225,860300,COD,f2c87e59f900ba52,dev_b6ed3bc58274,h3_Ben_ring_695,560001,4,1034,0.08,1,0.6946,33,0.7636,2.0446,8,0.7636,4,1,1,1
txn_2a816aa9c894,mer_aaa,ord_736807,117600,COD,75705f1fd5bb1ca3,dev_604beee77267,h3_Del_3095,110001,52,11931,0.72,0,0.0652,2,0.1714,0.8339,0,0.0,0,0,0,0
txn_9eb8b1a663cf,mer_ddd,ord_930628,585300,COD,f2a3cd28f1ceb15a,dev_9202517dd585,h3_Hyd_4416,500034,134,3874,0.95,0,0.0039,7,0.4901,1.2706,0,0.0,0,0,0,0
txn_55d3e3a1fed8,mer_bbb,ord_269852,1483300,UPI,cc342171954ec15c,dev_6011f261f8ed,h3_Ben_7022,560103,77,11330,0.85,0,0.0848,4,0.2628,1.4878,0,0.0,0,0,0,0
txn_af15d8845abc,mer_bbb,ord_835700,2164800,COD,8a132c8b8d013ca1,dev_0b6a1783052d,h3_Ben_5300,560034,12,1331,0.18,0,0.6418,5,0.3298,1.5217,0,0.0,2,0,1,0
txn_2d550998c07e,mer_ccc,ord_281385,1722700,PREPAID,669abf09721d9d37,dev_c78fda9e8c3c,h3_Pun_7616,411057,140,9650,0.77,0,0.0655,3,0.0515,0.7183,0,0.0,0,0,0,0
txn_ba65f2aa336b,mer_aaa,ord_406988,1432100,COD,cb82ff50fbe6decb,dev_f78d3fdfd5f0,h3_Mum_1236,400050,3,1715,0.06,0,0.5936,3,0.2022,1.659,0,0.0,0,0,1,0
txn_9f59a69e0a55,mer_bbb,ord_608842,1516500,COD,8be3b787ae797fdb,dev_b1b9e98dbad0,h3_Hyd_ring_699,500001,3,557,0.06,0,0.7252,12,0.7045,2.7996,13,0.7045,4,3,1,1
txn_2be9ca9b1f21,mer_bbb,ord_665498,386100,PREPAID,f44b172813c7709a,dev_23727d340237,h3_Del_8248,110001,120,6815,0.84,0,0.0046,7,0.1912,0.7101,0,0.0,0,0,0,0
txn_bd5030c9cb53,mer_aaa,ord_761957,2209600,PREPAID,0c6a5a53774f8a4f,dev_dfba8281789f,h3_Pun_6105,411038,33,6854,0.93,0,0.0299,3,0.175,1.2404,0,0.0,0,0,0,0
txn_c145fd6e07de,mer_ccc,ord_910599,316800,COD,4a00b05b18b24a88,dev_1ee5fddf753d,h3_Ben_5107,560001,105,3537,0.69,0,0.0016,3,0.4694,0.9237,0,0.0,0,0,0,0
txn_837960b2da5a,mer_ccc,ord_386703,786000,COD,3ba54ba51d6995c0,dev_0999c84ffc35,h3_Hyd_3065,500034,205,5486,0.75,0,0.0141,8,0.1792,1.064,0,0.0,0,0,0,0
txn_92db5fb9720e,mer_bbb,ord_460203,410900,COD,4180f94acaf8cb06,dev_935883b139d5,h3_Che_1087,600100,480,10320,0.53,0,0.0986,4,0.2274,0.9907,0,0.0,0,0,0,0
txn_07dd692b0c70,mer_ddd,ord_386881,285400,PREPAID,2e33ada9a9496fe7,dev_331b17ed9b7d,h3_Hyd_9839,500001,55,10068,0.81,0,0.0616,2,0.1981,1.3839,0,0.0,0,0,0,0
txn_5bd6cd3ead11,mer_bbb,ord_760792,272200,COD,976d950cc75051ba,dev_333526d3a8fb,h3_Pun_8547,411057,200,8243,0.99,0,0.1274,11,0.3568,1.3044,0,0.0,0,0,0,0
txn_501832064782,mer_ddd,ord_817824,112800,UPI,ae7d3a0bd99cbfe8,dev_4e34eaa78d68,h3_Che_5743,600001,238,7227,0.78,0,0.0016,3,0.1807,0.9866,0,0.0,0,0,0,0
txn_465dce104858,mer_bbb,ord_852854,324500,UPI,ef86855a7c761cde,dev_f9fae30db364,h3_Mum_8836,400001,131,7584,0.61,0,0.097,4,0.0387,1.2598,0,0.0,0,0,0,0
txn_8a4e4ca3b8f7,mer_ccc,ord_752977,2552400,UPI,61bef779135a53b6,dev_4a113bce38a3,h3_Pun_2652,411001,108,9338,0.83,0,0.0985,3,0.0972,0.9315,0,0.0,0,0,0,0
txn_2d183ede9e7f,mer_ddd,ord_899119,1046300,COD,c9bcb9b22cb5f261,dev_d932a0e37389,h3_Che_3800,600001,198,12131,0.83,0,0.0427,1,0.2632,1.0224,0,0.0,0,0,0,0
txn_73160efef7e4,mer_ddd,ord_430799,442900,COD,650546bd5d58a8f2,dev_d2b5c3c0199c,h3_Pun_2046,411001,15,1269,0.79,0,0.5578,16,0.2062,1.0122,0,0.0,0,0,1,0
txn_187939b1a0fa,mer_ddd,ord_355208,1750400,COD,7d31c5fd4f482a2a,dev_24031de43c02,h3_Pun_9478,411001,167,11804,0.79,0,0.0207,2,0.0674,1.0377,0,0.0,0,0,0,0
txn_7dc4010676fa,mer_ddd,ord_626773,827400,COD,1e8051964250329a,dev_c94fd3d1c6c9,h3_Hyd_6138,500081,124,8363,0.91,0,0.0953,2,0.2101,1.0401,0,0.0,0,0,0,0
txn_25d40f9e39d2,mer_bbb,ord_949115,1103000,UPI,fc5283f9cf0e67fc,dev_35371c53df0f,h3_Hyd_8511,500034,51,7023,0.92,0,0.1518,4,0.2395,1.1088,0,0.0,0,0,0,0
txn_778496b4079a,mer_aaa,ord_374821,84600,PREPAID,00642e029df24a3e,dev_7f38c3b0cefe,h3_Del_6604,110001,703,6107,0.86,0,0.1189,5,0.1516,1.1706,0,0.0,0,0,0,0
txn_638c738a8f01,mer_ccc,ord_644504,1718200,COD,f0239bb8fe9e8624,dev_e923907a56cf,h3_Hyd_ring_348,500034,2,997,0.23,0,0.9011,17,0.8592,2.9992,9,0.8592,4,1,1,1
txn_3b2edf0a6ae0,mer_bbb,ord_182722,1542200,COD,8dd36c1bc0957508,dev_b2e98f222c7e,h3_Mum_ring_595,400001,27,1034,0.49,1,0.9091,12,0.9417,2.7023,14,0.9417,3,3,1,1
txn_c9efa7f806bb,mer_aaa,ord_220722,2108500,COD,158ee94d84ea46f6,dev_178a091a0d49,h3_Ben_ring_570,560068,3,236,0.17,1,0.7487,21,0.7228,2.6012,13,0.7228,1,0,1,1
txn_864460d7ca59,mer_ccc,ord_989525,1710600,COD,2b687da02d7c25b2,dev_953262c91fcc,h3_Che_6478,600001,39,9578,0.69,0,0.1094,3,0.1952,1.4951,0,0.0,0,0,0,0
txn_5ec95e3f707f,mer_aaa,ord_402998,3230500,COD,89ed4848a990a160,dev_b6a7fefe53c3,h3_Hyd_1046,500081,3,1724,0.12,0,0.512,4,0.3096,1.4086,0,0.0,0,1,1,0
txn_22b98f7494f2,mer_ddd,ord_995102,1567000,COD,62fee83b2879dd8a,dev_f2c8afa59749,h3_Hyd_5543,500001,17,2285,0.19,0,0.5116,24,0.3462,1.0494,0,0.0,0,0,1,0
txn_b38a3bb72484,mer_ddd,ord_339482,456100,COD,2ea1100aa110198a,dev_cf0e8f61dfc8,h3_Che_ring_167,600001,2,716,0.31,0,0.9045,14,0.822,2.2056,5,0.822,4,0,1,1
txn_80f356e5aa7d,mer_ccc,ord_303061,701800,COD,224892860e291ada,dev_f5c66a189e12,h3_Ben_5391,560034,13,896,0.36,0,0.5147,3,0.2016,1.0604,0,0.0,1,0,1,0
txn_7d7365dac561,mer_bbb,ord_105572,1028400,UPI,fc3ed70b1c950548,dev_a4a55dd38863,h3_Che_9486,600001,161,4186,0.85,0,0.0617,2,0.2108,0.652,0,0.0,0,0,0,0
txn_b2f4ab83dde8,mer_aaa,ord_760110,389700,PREPAID,ace08cedadbfad64,dev_74507b72305e,h3_Che_4364,600100,313,8716,0.93,0,0.0333,1,0.3325,0.6191,0,0.0,0,0,0,0
txn_d668a0e69ac0,mer_aaa,ord_599047,1367200,COD,1d3295029431109e,dev_5ae0b35bafbc,h3_Ben_ring_436,560034,2,1118,0.05,0,0.7235,7,0.7047,2.9338,7,0.7047,1,1,1,1
txn_0bec705f1810,mer_aaa,ord_980011,371000,PREPAID,f2858516176b84b2,dev_7da008022b2e,h3_Ben_3981,560001,296,3433,0.74,0,0.0323,2,0.1093,1.4511,0,0.0,0,0,0,0
txn_cc92edd4d8e7,mer_ddd,ord_780277,1002400,COD,ac34caff385751ea,dev_fee06e185dcb,h3_Pun_9531,411038,120,6106,0.82,0,0.0863,14,0.162,1.1707,0,0.0,0,0,0,0
txn_a8564f1b5b3e,mer_aaa,ord_230957,679700,COD,b3db065d517eaf1b,dev_13fb522a3844,h3_Del_ring_390,110044,5,830,0.06,1,0.8009,14,0.7403,2.6164,8,0.7403,1,1,1,1
txn_35011107e3a6,mer_aaa,ord_621346,1015500,COD,712a61fcceb1cee2,dev_105ec4d0a689,h3_Pun_ring_366,411001,1,1135,0.17,1,0.8514,7,0.8163,2.8828,11,0.8163,4,3,1,1
txn_36fe1f1b927d,mer_ddd,ord_334050,4244000,COD,73906a205f73a8c7,dev_ba9312ccd906,h3_Che_2074,600001,19,1298,0.24,0,0.6421,12,0.3182,1.1215,0,0.0,0,1,1,0
txn_d620fe37a67b,mer_aaa,ord_876178,580600,UPI,97423db129fd60da,dev_24cea8a16c21,h3_Hyd_7098,500034,54,9159,0.81,0,0.0137,2,0.3367,1.0455,0,0.0,0,0,0,0
txn_20da7c4aaa77,mer_aaa,ord_384379,1024500,COD,8dd5ea2ef59bd16c,dev_9931ae1ca437,h3_Ben_6135,560034,16,2182,0.56,0,0.666,35,0.3604,1.5891,0,0.0,0,1,1,0
txn_1d6d81856cc5,mer_ccc,ord_524717,1853500,COD,dfc337cb15136f29,dev_f51b0f7d0af0,h3_Del_ring_499,110085,2,1276,0.1,1,0.7662,7,0.7566,1.7081,11,0.7566,3,2,1,1
txn_6dda610f0932,mer_ccc,ord_251910,469200,COD,4d6f04f9fc257151,dev_9dc08bc8a8f8,h3_Ben_8995,560034,3,1666,0.16,0,0.4484,19,0.2597,1.5001,0,0.0,0,0,1,0
txn_f9e35f8aac06,mer_bbb,ord_303376,1188700,COD,c799d21171ce0dfb,dev_65f253545b5e,h3_Ben_4377,560034,17,1606,0.49,0,0.8735,10,0.2705,1.0258,0,0.0,0,1,1,0
txn_63a7ef8a76e4,mer_bbb,ord_489503,1269800,COD,2aceb6963d4a1b61,dev_5cb49dd57c24,h3_Pun_ring_126,411038,8,792,0.5,1,0.7199,5,0.7473,2.1844,11,0.7473,2,3,1,1
txn_d415c3f9dcfe,mer_bbb,ord_997064,166600,PREPAID,e32d1380a0e6553b,dev_2370a770bc3a,h3_Ben_5737,560103,182,5780,0.91,0,0.0418,13,0.218,0.9824,0,0.0,0,0,0,0
txn_770699f27be4,mer_bbb,ord_656725,764000,COD,20f83d61979de9f4,dev_3d42325386d8,h3_Mum_2427,400001,33,2857,0.22,0,0.7561,3,0.4019,1.7665,0,0.0,1,0,1,0
txn_89a86921c53d,mer_ccc,ord_576894,2599500,COD,b99731d6ea1342b5,dev_95be599ff13d,h3_Che_9545,600040,3,1250,0.47,1,0.7073,9,0.2899,0.8564,0,0.0,0,0,1,0
txn_c9575476e075,mer_ccc,ord_532063,3047600,COD,0a6f0049a7996060,dev_8077725a90a3,h3_Mum_ring_154,400001,12,863,0.06,0,0.8545,18,0.8962,1.6339,8,0.8962,2,1,1,1
txn_e8485e96d4df,mer_ccc,ord_390750,297600,UPI,6e9cee13b35c62d3,dev_475dc688ba72,h3_Che_3352,600100,43,4768,0.71,0,0.0337,4,0.1169,0.7963,0,0.0,0,0,0,0
txn_b0de90f40c27,mer_ccc,ord_308455,443000,PREPAID,9ad594df4c9f3ca6,dev_486d73b48ba9,h3_Pun_6047,411057,442,10352,0.91,0,0.0227,1,0.1511,1.4071,0,0.0,1,0,1,0
